MACRO_GENSPECIES,PHYLUM,CLAS,ORDR,FAMILY,SUBFAMILY,HBI_TOLERANCE,FEEDINGHAB,REFERENCE,CLASSIFIER,PREVNAMES,TOLNAME,NBI-P_TOLERANCE,NBI-N_TOLERANCE,MACRO_TSN
Stenochironomus hilaris,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,15,Chironomidae,,facultative,,,129760
Stenochironomus macateei,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,15,Chironomidae,,facultative,,,129769
Stenochironomus poecilopterus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,15,Chironomidae,,facultative,,,129774
Stenochironomus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,5,c-g,15,Chironomidae,,facultative,4,3,129746
Stenonema femoratum,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,7,scr,9,Ephemeroptera,"Stenonema tripunctatum, Stenonema sp. 4",facultative,,,100516
Stenonema sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,3,scr,9,Ephemeroptera,,intolerant,5,5,100507
Stictochironomus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,9,c-g,124,Chironomidae,,tolerant,,,129785
Stilocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,3,c-g,124,Chironomidae,,intolerant,,,129152
Stratiomys sp.,ARTHROPODA,INSECTA,DIPTERA,Stratiomyidae,,7,c-g,83,Insects-other,,facultative,,,130627
Strophopteryx fasciata,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,3,shr,114,Plecoptera,,intolerant,,,102809
Strophopteryx sp.,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,3,shr,114,Plecoptera,,intolerant,,,102808
Stylaria lacustris,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,Stylaria fossularis,facultative,5,2,68872
Stylaria sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,6,c-g,"18,83",Oligochaeta,,facultative,,,68871
Stylodrilus heringianus,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,Lumbriculidae,,5,c-g,18,Oligochaeta,,tolerant,,,68452
Stylodrilus sp.,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,Lumbriculidae,,5,c-g,18,Oligochaeta,,tolerant,,,68450
Stylogomphus albystilus,ARTHROPODA,INSECTA,ODONATA,Gomphidae,,1,prd,"83, 122",Insects-other,,intolerant,,,101762
Stylogomphus sp.,ARTHROPODA,INSECTA,ODONATA,Gomphidae,,1,prd,"83,122",Insects-other,,intolerant,,,101761
Stylurus sp.,ARTHROPODA,INSECTA,ODONATA,Gomphidae,,4,prd,"83,122",Insects-other,,intolerant,,,101666
Sublettea coffmani,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-f,124,Chironomidae,"Tanytarsus coffmani, Tanytarsus sp. 3",intolerant,3,5,129976
Sublettea sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,4,c-f,124,Chironomidae,,intolerant,,,129975
Suwallia marginata,ARTHROPODA,INSECTA,PLECOPTERA,Chloroperlidae,,0,prd,"114,1",Plecoptera,Suwallia sp.,intolerant,,,103255
Sweltsa sp.,ARTHROPODA,INSECTA,PLECOPTERA,Chloroperlidae,,0,prd,"83,114",Plecoptera,,intolerant,,,103273
Symbiocladius equitans,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,2,prd,124,Chironomidae,,intolerant,,,129159
Symbiocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,2,prd,124,Chironomidae,,intolerant,,,129156
Sympetrum janeae,ARTHROPODA,INSECTA,ODONATA,Libellulidae,,4,prd,"83,122",Insects-other,,intolerant,,,593346
Sympetrum sp.,ARTHROPODA,INSECTA,ODONATA,Libellulidae,,4,prd,"83,122",Insects-other,,intolerant,,,101976
Sympetrum vicinum,ARTHROPODA,INSECTA,ODONATA,Libellulidae,,4,prd,"83,122",Insects-other,,intolerant,,,101979
Sympotthastia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Diamesinae,2,c-g,124,Chironomidae,,intolerant,,,128426
Synorthocladius nr. semivirens,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,106,Chironomidae,"Eukiefferiella sp. 3, Eukiefferiella sordens, Nanocladius sp.",facultative,6,9,129162
Synorthocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,106,Chironomidae,,facultative,,,129161
Tabanus sp.,ARTHROPODA,INSECTA,DIPTERA,Tabanidae,,5,prd,83,Insects-other,,facultative,,,131527
Taenionema atlanticum,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,2,shr,114,Plecoptera,,intolerant,,,102819
Taenionema sp.,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,2,shr,114,Plecoptera,,intolerant,,,102519
Taeniopteryx burksi,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,2,shr,45,Plecoptera,,intolerant,,,102791
Taeniopteryx lonicera,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,2,shr,45,Plecoptera,,intolerant,,,102793
Taeniopteryx nivalis,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,2,shr,45,Plecoptera,,intolerant,,,102798
Taeniopteryx parvula,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,2,shr,45,Plecoptera,,intolerant,,,102796
Taeniopteryx sp.,ARTHROPODA,INSECTA,PLECOPTERA,Taeniopterygidae,,2,shr,114,Plecoptera,,intolerant,,,102789
Tallaperla sp.,ARTHROPODA,INSECTA,PLECOPTERA,Peltoperlidae,,0,shr,"83,114",Plecoptera,,intolerant,,,102500
Tanypus neopunctipennis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,10,prd,89,Chironomidae,,tolerant,,,128329
Tanypus punctipennis,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,10,prd,89,Chironomidae,,tolerant,,,128333
Tanypus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,10,prd,89,Chironomidae,,tolerant,,,128324
Tanypus stellatus,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,10,prd,89,Chironomidae,,tolerant,,,128336
Tanytarsus brundini,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,87,Chironomidae,,facultative,,,129982
Tanytarsus curticornis gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,,Chironomidae,,facultative,,,129985
Tanytarsus eminulus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,87,Chironomidae,Tanytarsus sp. 8,facultative,,,
Tanytarsus glabrescens gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,87,Chironomidae,"Micropsectra sp. 1, Micropsectra sp.",facultative,5,6,130030
Tanytarsus guerlus gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,87,Chironomidae,Tanytarsus sp. 6,facultative,5,5,129997
Tanytarsus sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,87,Chironomidae,,facultative,,,129978
Tanytarsus sp. O,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-f,36,Chironomidae,,facultative,,,129978
Telopelopia okoboji,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,8,prd,94,Chironomidae,,tolerant,,,128234
Telopelopia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,8,prd,94,Chironomidae,,tolerant,,,128233
Tetragoneuria sp.,ARTHROPODA,INSECTA,ODONATA,Corduliidae,,9,prd,,Insects-Other,,tolerant,,,591872
Thienemanniella lobapodema,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,"106,36",Chironomidae,"Thienemanniella nr. fusca, Thienemanniella sp. 2, Brillia sp. 2",facultative,,,
Thienemanniella sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,"124,83",Chironomidae,Corynoneura sp.,facultative,,,129182
Thienemanniella xena,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,6,c-g,"106,36",Chironomidae,"Thienemanniella xena?, Thienemanniella sp. 1",facultative,,,129190
Thienemannimyia gr. spp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,6,prd,94,Chironomidae,"Pentaneura sp. 1, Conchapelopia sp. 1",facultative,8,8,128236
Thienemannimyia norena,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,6,prd,94,Chironomidae,,facultative,,,128243
Thienemannimyia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,6,prd,94,Chironomidae,,facultative,,,128236
Tipula sp.,ARTHROPODA,INSECTA,DIPTERA,Tipulidae,,6,shr,"83,25",Insects-other,,intolerant,10,10,119037
Triaenodes sp.,ARTHROPODA,INSECTA,TRICHOPTERA,Leptoceridae,,6,shr,"125,47",Trichoptera,,facultative,,,116565
Tribelos atrum,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,c-g,49,Chironomidae,,facultative,,,206656
Tribelos fuscicorne,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,c-g,49,Chironomidae,,facultative,,,129823
Tribelos jucundum,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,c-g,49,Chironomidae,"Tribelos sp. 1, Tribelos sp.",facultative,,,129827
Tribelos sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,7,c-g,49,Chironomidae,,facultative,,,129820
Tribelos/Endochironomus/Phaenopsectra Co,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,8,c-g,124,Chironomidae,,tolerant,,,129820
Tricorythodes sp.,ARTHROPODA,INSECTA,EPHEMEROPTERA,Leptohyphidae,,4,c-g,83,Ephemeroptera,,intolerant,4,9,101405
Trissocladius sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,c-g,"124,83",Chironomidae,,facultative,,,129156
Trissopelopia ogemawi,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,4,prd,91,Chironomidae,,intolerant,,,128252
Trissopelopia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Tanypodinae,4,prd,91,Chironomidae,,intolerant,,,129156
Tropisternus sp.,ARTHROPODA,INSECTA,COLEOPTERA,Hydrophyllidae,,5,prd,"83,123",Coleoptera,,facultative,,,112938
Tubifex sp.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,"18,83",Oligochaeta,,tolerant,,,68622
Tubifex tubifex,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,"18,83",Oligochaeta,,tolerant,,,68623
Tvetenia bavarica gr.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,4,c-g,13,Chironomidae,"Eukiefferiella saanensis, Eukiefferiella coerulescens gr., Trichocladius sp. 3",facultative,9,10,129205
Tvetenia sp.,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,c-g,13,Chironomidae,,facultative,,,129197
Tvetenia vitracies,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Orthocladiinae,5,c-g,"13,70",Chironomidae,"Tvetenia discoloripes gr.,Eukiefferiella discoloripes gr.,Eukiefferiella sp.,Eukiefferiella sp. 1",facultative,7,6,129203
Tyrellia sp.,ARTHROPODA,ARACHNOIDEA,,Tyrellidae,,6,prd,108,Other,,facultative,,,
Ulomorpha sp.,ARTHROPODA,INSECTA,DIPTERA,Tipulidae,,4,prd,25,Insects-other,,intolerant,,,120387
Uncinais uncinata,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,Naidinae,,c-g,"83,61",Oligochaeta,,,,,68990
Undet. Tubificidae,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,"18,83",Oligochaeta,,tolerant,,,68585
Undet. Tubificidae w/ cap. setae,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,"18,83",Oligochaeta,"Undetermined Tubificidae, Peloscolex sp.",tolerant,10,8,68585
Undet. Tubificidae w/o cap. setae,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Tubificidae,,10,c-g,"18,83",Oligochaeta,"Undetermined Tubificidae, Peloscolex sp.",tolerant,7,7,68585
Undetermined Acariformes,ARTHROPODA,ARACHNOIDEA,,,,6,prd,108,Other,Hydracarina,facultative,,,690740
Undetermined Aeolosomatidae,ANNELIDA,APHANONEURA,AEOLOSOMATIDA,Aeolosomatidae,,8,c-f,29,Other,,tolerant,,,68423
Undetermined Aeschnidae,ARTHROPODA,INSECTA,ODONATA,Aeschnidae,,5,prd,"83,122",Insects-other,,facultative,,,101596
Undetermined Aeshnidae,ARTHROPODA,INSECTA,ODONATA,Aeshnidae,,5,prd,"83,122",Insects-other,,facultative,,,101596
Undetermined Ameletidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ameletidae,,0,c-g,83,Ephemeroptera,,intolerant,,,568544
Undetermined Ancylidae,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Ancylidae,,6,scr,"60,83",Mollusca,,facultative,,,76568
Undetermined Anthomyiidae,ARTHROPODA,INSECTA,DIPTERA,Anthomyiidae,,6,prd,117,Insects-other,,facultative,,,148685
Undetermined Anthuridae,ARTHROPODA,CRUSTACEA,ISOPODA,Anthuridae,,5,c-g,48,Crustacea,,facultative,,,92144
Undetermined Apataniidae,ARTHROPODA,INSECTA,TRICHOPTERA,Apataniidae,,3,scr,125,Trichoptera,,intolerant,,,598182
Undetermined Arctiidae,ARTHROPODA,INSECTA,LEPIDOPTERA,Arctiidae,,5,shr,66,Insects-other,,facultative,,,117297
Undetermined Asellidae,ARTHROPODA,CRUSTACEA,ISOPODA,Asellidae,,8,c-g,108,Crustacea,,tolerant,,,92657
Undetermined Athericidae,ARTHROPODA,INSECTA,DIPTERA,Athericidae,,4,prd,117,Insects-other,,intolerant,,,130928
Undetermined Baetidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetidae,,6,c-g,83,Ephemeroptera,,facultative,,,100755
Undetermined Baetiscidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Baetiscidae,,4,c-g,83,Ephemeroptera,,intolerant,,,101493
Undetermined Bithyniidae,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Bithyniidae,,8,scr,"60,83",Mollusca,,tolerant,,,70745
Undetermined Blephariceridae,ARTHROPODA,INSECTA,DIPTERA,Blephariceridae,,0,scr,"83,117",Insects-other,,intolerant,,,121227
Undetermined Brachycentridae,ARTHROPODA,INSECTA,TRICHOPTERA,Brachycentridae,,2,shr,"125,42",Trichoptera,,intolerant,,,116905
Undetermined Branchiobdellidae,ANNELIDA,BRANCHIOBDELLA,BRANCHIOBDELLIDA,Branchiobdellidae,,6,c-g,108,Other,,facultative,,,69169
Undetermined Caenidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Caenidae,,6,c-g,83,Ephemeroptera,,facultative,,,101467
Undetermined Calamoceratidae,ARTHROPODA,INSECTA,TRICHOPTERA,Calamoceratidae,,3,shr,"83,125",Trichoptera,,intolerant,,,116529
Undetermined Calopterygidae,ARTHROPODA,INSECTA,ODONATA,Calopterygidae,,6,prd,"83,122",Insects-other,,facultative,,,102043
Undetermined Cambaridae,ARTHROPODA,CRUSTACEA,DECAPODA,Cambaridae,,6,c-g,"83,108,5",Crustacea,,facultative,6,5,97336
Undetermined Capniidae,ARTHROPODA,INSECTA,PLECOPTERA,Capniidae,,3,shr,114,Plecoptera,,intolerant,,,102643
Undetermined Carabidae,ARTHROPODA,INSECTA,COLEOPTERA,Carabidae,,4,prd,,Coleoptera,,intolerant,,,109234
Undetermined Ceratopogonidae,ARTHROPODA,INSECTA,DIPTERA,Ceratopogonidae,,6,prd,83,Insects-other,,facultative,8,9,127076
Undetermined Chaoboridae,ARTHROPODA,INSECTA,DIPTERA,Chaoboridae,,8,prd,83,Insects-other,,tolerant,,,127076
Undetermined Chironomidae,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,,6,c-g,124,Chironomidae,,facultative,,,127917
Undetermined Chironominae,ARTHROPODA,INSECTA,DIPTERA,Chrionomidae,Chironominae,6,c-g,124,Chironomidae,,facultative,,,129228
Undetermined Chironomini,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Chironominae,6,c-g,124,Chironomidae,,facultative,,,129229
Undetermined Chloroperlidae,ARTHROPODA,INSECTA,PLECOPTERA,Chloroperlidae,,0,prd,"83,114",Plecoptera,,intolerant,,,103202
Undetermined Coenagrionidae,ARTHROPODA,INSECTA,ODONATA,Coenagrionidae,,8,prd,"83,122",Insects-other,,tolerant,,,102077
Undetermined Coleoptera,ARTHROPODA,INSECTA,COLEOPTERA,,,5,,"83,123",Coleoptera,,,,,109216
Undetermined Collembola,ARTHROPODA,INSECTA,COLLEMBOLA,,,5,c-g,83,Other,,facultative,,,99237
Undetermined Corbiculidae,MOLLUSCA,PELECYPODA,VENEROIDEA,Corbiculidae,,6,c-f,83,Mollusca,,facultative,,,81381
Undetermined Cordulegastridae,ARTHROPODA,INSECTA,ODONATA,Cordulegastridae,,3,prd,"83,122",Insects-other,,intolerant,,,102026
Undetermined Corduliidae,ARTHROPODA,INSECTA,ODONATA,Corduliidae,,2,prd,"83,122",Insects-other,,intolerant,,,102020
Undetermined Corixidae,ARTHROPODA,INSECTA,HEMIPTERA,Corixidae,,5,prd,83,Insects-other,,facultative,,,103364
Undetermined Corydalidae,ARTHROPODA,INSECTA,MEGALOPTERA,Corydalidae,,4,prd,"83,76",Insects-other,,intolerant,,,115023
Undetermined Crangonyctidae,ARTHROPODA,CRUSTACEA,AMPHIPODA,Crangonyctidae,,6,c-g,108,Crustacea,,facultative,,,95080
Undetermined Crustacean,ARTHROPODA,CRUSTACEA,,,,6,c-g,,Crustacea,,facultative,,,83677
Undetermined Culicidae,ARTHROPODA,INSECTA,DIPTERA,Culicidae,,8,c-f,83,Insects-other,,tolerant,,,125930
Undetermined Curculionidae,ARTHROPODA,INSECTA,COLEOPTERA,Curculionidae,,5,shr,83,Coleoptera,,facultative,,,114666
Undetermined Diamesinae,ARTHROPODA,INSECTA,DIPTERA,Chironomidae,Diamesinae,2,c-g,124,Chironomidae,,intolerant,,,128341
Undetermined Dipseudopsidae,ARTHROPODA,INSECTA,TRICHOPTERA,Dipseudopsidae,,5,c-f,125,Trichoptera,,facultative,,,598168
Undetermined Diptera,ARTHROPODA,INSECTA,DIPTERA,,,6,,,Insects-other,,facultative,,,118831
Undetermined Dixidae,ARTHROPODA,INSECTA,DIPTERA,Dixidae,,1,c-f,"83,127",Insects-other,,intolerant,,,125809
Undetermined Dolichopodidae,ARTHROPODA,INSECTA,DIPTERA,Dolichopodidae,,4,prd,"83,117",Insects-other,,intolerant,,,136824
Undetermined Dreisseniidae,MOLLUSCA,PELECYPODA,VENEROIDEA,Dreisseniidae,,8,c-f,82,Mollusca,,tolerant,,,81330
Undetermined Dryopidae,ARTHROPODA,INSECTA,COLEOPTERA,Dryopidae,,5,scr,83,Coleoptera,,facultative,,,113999
Undetermined Dytiscidae,ARTHROPODA,INSECTA,COLEOPTERA,Dytiscidae,,5,prd,"83,123",Coleoptera,,facultative,,,111963
Undetermined Elmidae,ARTHROPODA,INSECTA,COLEOPTERA,Elmidae,,5,scr,"83,19",Coleoptera,,facultative,,,114093
Undetermined Empididae,ARTHROPODA,INSECTA,DIPTERA,Empididae,,6,prd,83,Insects-other,,facultative,,,135830
Undetermined Enchytraeidae,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Enchytraeidae,,10,c-g,"18,83",Oligochaeta,,tolerant,7,8,68510
Undetermined Enchytraeidae sp. 1,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Enchytraeidae,,10,c-g,"18,83",Oligochaeta,,tolerant,,,68510
Undetermined Enchytraeidae sp. 2,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Enchytraeidae,,10,c-g,"18,83",Oligochaeta,,tolerant,,,68510
Undetermined Ephemerellidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ephemerellidae,,2,c-g,83,Ephemeroptera,,intolerant,3,6,101232
Undetermined Ephemeridae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Ephemeridae,,2,c-g,83,Ephemeroptera,,intolerant,,,101525
Undetermined Ephydridae,ARTHROPODA,INSECTA,DIPTERA,Ephydridae,,7,shr,117,Insects-other,,facultative,,,146893
Undetermined Erpobdellidae,ANNELIDA,HIRUDINEA,ARHYNCHOBDELLIDA,Erpobdellidae,,8,prd,"83, 63",Other,,prd,,,69438
Undetermined Gammaridae,ARTHROPODA,CRUSTACEA,AMPHIPODA,Gammaridae,,6,c-g,"17,57",Crustacea,,facultative,,,93745
Undetermined Gastropoda,MOLLUSCA,GASTROPODA,,,,7,scr,"60,83",Mollusca,,facultative,,,69459
Undetermined Glossiphoniidae,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,Glossiphoniidae,,8,prd,"83,63",Other,,tolerant,,,69357
Undetermined Glossosomatidae,ARTHROPODA,INSECTA,TRICHOPTERA,Glossosomatidae,,1,scr,125,Trichoptera,,intolerant,,,117120
Undetermined Goeridae,ARTHROPODA,INSECTA,TRICHOPTERA,Goeridae,,3,scr,125,Trichoptera,,intolerant,,,115934
Undetermined Gomphidae,ARTHROPODA,INSECTA,ODONATA,Gomphidae,,4,prd,"83,122",Insects-other,,intolerant,2,0,101664
Undetermined Gyrinidae,ARTHROPODA,INSECTA,COLEOPTERA,Gyrinidae,,4,prd,"83,123",Coleoptera,,intolerant,,,112653
Undetermined Haliplidae,ARTHROPODA,INSECTA,COLEOPTERA,Haliplidae,,5,shr,"83,123",Coleoptera,,facultative,,,111857
Undetermined Haplotaxidae,ANNELIDA,OLIGOCHAETA,HAPLOTAXIDA,Haplotaxidae,,5,prd,18,Oligochaeta,,tolerant,,,68504
Undetermined Helicopsychidae,ARTHROPODA,INSECTA,TRICHOPTERA,Helicopsychidae,,3,scr,"125,83",Trichoptera,,intolerant,,,117015
Undetermined Hemiptera,ARTHROPODA,INSECTA,HEMIPTERA,,,5,prd,83,Insects-Other,,facultative,,,103359
Undetermined Heptageniidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Heptageniidae,,3,scr,83,Ephemeroptera,,intolerant,5,2,100504
Undetermined Hirudinea,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,,,8,prd,"83,63",Other,,tolerant,9,10,568834
Undetermined Hydraenidae,ARTHROPODA,INSECTA,COLEOPTERA,Hydraenidae,,5,prd,,Coleoptera,,facultative,,,112756
Undetermined Hydridae,COELENTERATA,HYDROZOA,HYDROIDA,Hydridae,,5,prd,108,Other,,facultative,,,50844
Undetermined Hydrobiidae,MOLLUSCA,GASTROPODA,MESOGASTROPODA,Hydrobiidae,,8,scr,"60,83",Mollusca,,tolerant,6,7,70493
Undetermined Hydrophilidae,ARTHROPODA,INSECTA,COLEOPTERA,Hydrophilidae,,5,prd,"83,123",Coleoptera,,facultative,,,112811
Undetermined Hydropsychidae,ARTHROPODA,INSECTA,TRICHOPTERA,Hydropsychidae,,5,c-f,125,Trichoptera,,facultative,,,115398
Undetermined Hydroptilidae,ARTHROPODA,INSECTA,TRICHOPTERA,Hydroptilidae,,6,scr,125,Trichoptera,,facultative,5,2,115629
Undetermined Idoteidae,ARTHROPODA,CRUSTACEA,ISOPODA,Idoteidae,,5,c-g,48,Crustacea,,facultative,,,92564
Undetermined Isonychiidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Isonychiidae,,2,c-f,83,Ephemeroptera,,intolerant,,,609506
Undetermined Isopoda,ARTHROPODA,CRUSTACEA,ISOPODA,,,7,c-g,"108,83",Crustacea,,tolerant,,,92120
Undetermined Isotomidae,ARTHROPODA,INSECTA,COLLEMBOLA,Isotomidae,,5,c-g,83,Other,,facultative,,,99245
Undetermined Lepidoptera,ARTHROPODA,INSECTA,LEPIDOPTERA,,,5,shr,"83,66",Insects-other,,facultative,,,117232
Undetermined Lepidostomatidae,ARTHROPODA,INSECTA,TRICHOPTERA,Lepidostomatidae,,1,shr,125,Trichoptera,,intolerant,,,116793
Undetermined Leptoceridae,ARTHROPODA,INSECTA,TRICHOPTERA,Leptoceridae,,4,prd,125,Trichoptera,,intolerant,,,116547
Undetermined Leptohyphidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Leptohyphidae,,4,c-g,83,Ephemeroptera,,intolerant,,,568545
Undetermined Leptophlebiidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Leptophlebiidae,,4,c-g,83,Ephemeroptera,,intolerant,,,101095
Undetermined Lestidae,ARTHROPODA,INSECTA,ODONATA,Lestidae,,6,prd,"83,122",Insects-other,,facultative,,,102058
Undetermined Leuctridae,ARTHROPODA,INSECTA,PLECOPTERA,Leuctridae,,0,shr,"83,114",Plecoptera,,intolerant,,,102840
Undetermined Libellulidae,ARTHROPODA,INSECTA,ODONATA,Libellulidae,,2,prd,"83,122",Insects-other,,intolerant,,,101797
Undetermined Limnephilidae,ARTHROPODA,INSECTA,TRICHOPTERA,Limnephilidae,,4,shr,125,Trichoptera,,intolerant,3,4,115933
Undetermined Lumbricina,ANNELIDA,OLIGOCHAETA,LUMBRICIDA,Lumbricina,,6,c-g,83,Oligochaeta,Undetermined Lumbriculidae,facultative,8,8,69069
Undetermined Lumbriculidae,ANNELIDA,OLIGOCHAETA,LUMBRICULIDA,Lumbriculidae,,5,c-g,18,Oligochaeta,,tolerant,5,6,68440
Undetermined Lymnaeidae,MOLLUSCA,GASTROPODA,BASOMMATOPHORA,Lymnaeidae,,6,c-g,"60,83",Mollusca,,facultative,,,76483
Undetermined Macromiidae,ARTHROPODA,INSECTA,ODONATA,Macromiidae,,2,prd,"83,122",Insects-other,,intolerant,,,102019
Undetermined Metretopodidae,ARTHROPODA,INSECTA,EPHEMEROPTERA,Metretopodidae,,2,c-g,"4,2",Ephemeroptera,,intolerant,,,101078
Undetermined Molannidae,ARTHROPODA,INSECTA,TRICHOPTERA,Molannidae,,6,scr,125,Trichoptera,,facultative,,,116473
Undetermined Muscidae,ARTHROPODA,INSECTA,DIPTERA,Muscidae,,6,prd,"83,117",Insects-other,,facultative,,,150025
Undetermined Naididae,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,Naididae,,8,c-g,"18,83",Oligochaeta,,tolerant,,,68854
Undetermined Nannatacidae,ARTHROPODA,CRUSTACEA,CUMACEA,Nannastacidae,,5,c-g,48,Crustacea,,facultative,,,
Undetermined Nematoda,NEMATODA,,,,,5,c-g,,Other,,facultative,,,59490
Undetermined Nemertea,NEMERTEA,ENOPLA,HOPLONEMERTEA,Tetrastemmatidae,,8,prd,108,Other,,tolerant,,,57411
Undetermined Nemouridae,ARTHROPODA,INSECTA,PLECOPTERA,Nemouridae,,2,shr,114,Plecoptera,,intolerant,,,102517
Undetermined Nepticulidae,ARTHROPODA,INSECTA,LEPIDOPTERA,Nepticulidae,,5,shr,66,Insects-other,Nepticula sp.,facultative,,,118745
